name,address,phone,fax,email,website,keywords,latitude,longitude,pharmacy_code,notes
NEIGHBOURHOOD PHARMACY,"10323 YONGE ST , RICHMOND HILL L4C 3C1",(905) 737-2024,(905) 737-3786,,,,43.8792224,-79.4386106,303086,
TOWER HILL PHARMACY,"UNIT 16-380 TOWER HILL RD , RICHMOND HILL L4E 0T8",(905) 737-8333,(905) 737-8330,,,,43.9136226,-79.4736843,303906,
LILY PHARMACY,"F23 - 3175 RUTHERFORD RD , VAUGHAN L4K 5Y6",(905) 738-6308,(905) 738-0566,,,,43.828649,-79.537493,304781,
SHOPPERS DRUG MART,"341-1 BASS PRO MILLS DRIVE , VAUGHAN L4K 5W4",(905) 738-1141,(905) 738-4484,,,,43.8262506,-79.5344382,307186,
CONCORD SPECIALTY PHARMACY,"2180 STEELES AVE. W. UNIT #4, CONCORD L4K 2Z5",(905) 738-5155,(905) 738-5166,,,,43.7824644,-79.4936698,303062,
LOBLAW PHARMACY,"481 GIBB ST , OSHAWA L1J 1Z4",(905) 743-0049,(905) 743-0051,,,,43.8851513,-78.8780715,37524,
WAL-MART PHARMACY,"255 SILVER LINDEN DR , RICHMOND HILL L4B 4V5",(905) 747-0925,(905) 747-0731,,,,43.8420667,-79.4158803,302102,
BEETON PHARMACY,"1 MAIN ST W , BEETON L0G 1A0",(905) 748-1100,(905) 748-1101,,,,44.0787335,-79.7843824,306459,
LIGHTHOUSE IDA COMPOUNDING PHARMACY,"130 HOLLIDGE BLVD , AURORA L4G 8A3",(905) 750-0008,(905) 750-0070,,,,44.012573,-79.4481935,301036,
ALLAURA PHARMACY IDA,"12 - 2 ALLAURA BLVD , AURORA L4G 3S5",(905) 751-1717,(905) 751-0505,,,,43.9862439,-79.4600138,306112,
SHOPPERS DRUG MART,"720 BRISTOL RD W , MISSISSAUGA L5R 4A3",(905) 755-9696,(905) 755-9051,,,,43.5991746,-79.6792401,307185,
TUSCANY GUARDIAN PHARMACY,"16-9100 JANE ST , VAUGHAN L4K 0A4",(905) 760-1044,(905) 760-1063,,,,43.8186562,-79.5310606,301748,
REXALL,"155 LOCK ST E , DUNNVILLE N1A 1J6",(905) 774-6222,(905) 774-2641,,,,42.9026584,-79.6175302,305518,
MAIN EXCHANGE PHARMACY INC,"8B-800 STEELES AVE W , THORNHILL L4J 7L2",(905) 761-3345,(905) 761-3342,,,,43.7929882,-79.4475336,36964,
F C FRIENDLY CARE BAYTHORN PHARMACY,"265 BAYTHORN DR , THORNHILL L3T 3V8",(905) 762-8999,(905) 762-1508,,,,43.8255386,-79.4251955,303928,
GOOD SHEPHERD PHARMACY 1,"132 KING RD , RICHMOND HILL L4E 2T5",(289) 234-4488,(905) 763-8154,,,,43.9438237,-79.4596433,304869,
BAYVIEW MEDICAL PHARMACY,"103 - 9160 BAYVIEW AVE , RICHMOND HILL L4B 0E6",(905) 764-2273,(905) 764-2272,,,,43.8554063,-79.4108834,304271,
NEIGHBOURS DRUG MART,"330 STEELES AVE W , THORNHILL L4J 6W9",(905) 764-9373,(905) 764-3207,,,,43.7960335,-79.4317965,27615,
SUMMERIDGE GUARDIAN PHARMACY,"8707 DUFFERIN ST. BUILDING D UNIT 11-12A, VAUGHAN L4J 0A2",(905) 764-3300,(905) 764-3301,,,,43.8288152,-79.4782983,300913,
REXALL,"THE PROMENADE 183-1 PROMENADE CIR, THORNHILL L4J 4P8",(905) 764-0620,(905) 764-5760,,,,43.8067096,-79.4524759,305398,
SHOPPERS DRUG MART,"441 CLARK AVE W , THORNHILL L4J 6W8",(905) 764-3606,(905) 764-8087,,,,43.804427,-79.4385667,306974,
REXALL,"351 ARGYLE STREET SOUTH , CALEDONIA N3W 1K7",(905) 765-4082,(905) 765-0551,,,,43.0620244,-79.9621109,305333,
THE MEDICINE SHOPPE,"55 ARGYLE ST N , CALEDONIA N3W 1B8",(905) 765-3332,(905) 765-0606,,,,43.0746118,-79.9518628,305201,
ARGYLE MEDICAL PHARMACY,"1 - 250 ARGYLE ST N , CALEDONIA N3W 1K9",(289) 768-0076,(905) 765-1676,,,,43.0793919,-79.9485699,307480,
LOBLAW PHARMACY,"322 ARGYLE ST S , CALEDONIA N3W 1K8",(905) 765-3866,(905) 765-4837,,,,43.0626057,-79.9601879,39532,
SHOPPERS DRUG MART,"221 ARGYLE ST S , CALEDONIA N3W 1K7",(905) 765-5055,(905) 765-6433,,,,43.0662519,-79.9582984,306216,
CALEDONIA LIFE CARE PHARMACY,"1 - 53 ARGYLE ST N , CALEDONIA N3W 1B8",(905) 765-3003,(905) 765-7887,,,,43.0771565,-79.9505721,304470,
MEDISYSTEM PHARMACY,"4-5700 KEATON CRES , MISSISSAUGA L5R 3H5",(905) 766-3410,(905) 766-3411,,,,43.6117798,-79.6801274,306939,
HAUSERS PHARMASAVE,"30 MAIN ST N , HAGERSVILLE N0A 1H0",(905) 768-1144,(905) 768-0577,,,,42.9628369,-80.0505452,308210,
WEST HALDIMAND GENERAL HOSPITAL,"PHARMACY DEPARTMENT 75 PARKVIEW RD, HAGERSVILLE N0A 1H0",(905) 768-3311,(905) 768-1820,,,,42.9585391,-80.0442521,305206,
CAVANAGH IDA PHARMACY,"6 MAIN ST S PO BOX 189, HAGERSVILLE N0A 1H0",(905) 768-3391,(905) 768-1898,,,,42.9620177,-80.052106,6114,
DRUGSTORE PHARMACY,"9325 YONGE ST , RICHMOND HILL L4C 1V4",(905) 770-0002,(905) 770-0095,,,,43.8556555,-79.4317086,35748,
FRESHCO PHARMACY,"1430 MAJOR MACKENZIE DR E , RICHMOND HILL L4S 0A1",(905) 770-9228,(905) 770-1416,,,,43.8807518,-79.3952995,300609,
UPPER YONGE PHARMACY,"57 - 10909 YONGE ST , RICHMOND HILL L4C 3E3",(905) 770-1016,(905) 770-3348,,,,43.8931886,-79.4405748,304699,
SHOPPERS DRUG MART,"10800 BAYVIEW AVE , RICHMOND HILL L4S 0A6",(905) 770-7050,(905) 770-5586,,,,43.8949909,-79.4205411,300720,
PEOPLES CHOICE PHARMACY,"10063 YONGE ST , RICHMOND HILL L4C 1T7",(905) 770-3113,(905) 770-5905,,,,43.8727719,-79.4373138,302989,
PHARMASAVE YORKDALE PHARMACY,"A104 - 11685 YONGE ST , RICHMOND HILL L4E 0K7",(905) 770-7775,(905) 770-7765,,,,43.9126036,-79.4465958,304983,
ELGIN CARE PHARMACY,"1650 ELGIN MILLS RD E UNIT 101, RICHMOND HILL L4S 0B2",(905) 770-8228,(905) 770-8262,,,,43.8999353,-79.391737,306099,
DON HEAD PHARMACY,"1-205 DON HEAD VILLAGE BLVD , RICHMOND HILL L4C 7R3",(905) 770-8771,(905) 770-8740,,,,43.8660142,-79.4581714,32308,
ST. MARY PHARMACY,"C2-95 TIMES AVE , THORNHILL L3T 0A2",(905) 771-0800,(905) 771-0807,,,,43.8415785,-79.3905054,300945,
TEAM DRUGS,"114-7330 YONGE ST , THORNHILL L4J 1V8",(905) 771-8786,(905) 771-6907,,,,43.806167,-79.423187,31236,
LOBLAW PHARMACY,"301 HIGH TECH RD , RICHMOND HILL L4B 4R2",(905) 771-7315,(905) 771-7517,,,,43.8428871,-79.4104277,40508,
TOWNSGATE PHARMACY,"2 - 7077 BATHURST ST , THORNHILL L4J 2J6",(905) 709-2285,(905) 771-7918,,,,43.7939587,-79.445492,307477,
CAYUGA PHARMACY,"18 TALBOT RD E PO BOX 159, CAYUGA N0A 1E0",(905) 772-3503,(905) 772-1127,,,,42.9514447,-79.8539197,29044,
SHOPPERS DRUG MART,"13070 YONGE ST , RICHMOND HILL L4E 2T2",(905) 773-1983,(905) 773-1437,,,,43.9460727,-79.4558854,29060,
TRUCARE PHARMACY,"13110 YONGE ST , RICHMOND HILL L4E 1A3",(905) 773-8999,(905) 773-2421,,,,43.9474046,-79.4557705,307767,
YONGE MEDICAL PHARMACY,"101-13025 YONGE ST , RICHMOND HILL L4E 1A6",(905) 918-3132,(905) 773-2757,,,,43.9452448,-79.4544392,302717,
THE ORGANIC COMPOUNDING PHARMACY,"B10 - 13237 YONGE ST , RICHMOND HILL L4E 3L2",(905) 773-8627,(905) 773-6627,,,,43.9515519,-79.4549624,305698,
REXALL,"13291 YONGE ST , RICHMOND HILL L4E 4L6",(905) 773-5571,(905) 773-9901,,,,43.9517893,-79.4555338,305298,
HALDIMAND WAR MEMORIAL HOSPITAL,"400 BROAD ST W , DUNNVILLE N1A 2P7",(905) 774-7431,(905) 774-6776,,,,42.9054883,-79.6251321,305687,
HAUSERS PHARMACY,"140 BROAD ST E , DUNNVILLE N1A 1E9",(905) 774-7331,(905) 774-9236,,,,42.9034578,-79.6174205,1404,
SIMCOE SQUARE PHARMACY,"9-157 HOLLAND ST E PO BOX 610 STN MAIN, BRADFORD L3Z 2B2",(905) 775-9225,(905) 775-1205,,,,44.1145881,-79.5645365,30740,
BRADFORD CENTRAL PHARMACY,"107 HOLLAND ST. E. PO BOX 1765 STN MAIN, BRADFORD L3Z 2B9",(905) 775-2255,(905) 775-2552,,,,44.1155221,-79.5609147,305976,
BRADFORD HEALTH CARE PHARMACY,"26 HOLLAND ST E , BRADFORD L3Z 1X2",(905) 775-3035,(905) 775-3037,,,,44.1142824,-79.5638084,307626,
REXALL,"461 HOLLAND ST. W BUILDING O, BRADFORD L3Z 0C1",(905) 775-5375,(905) 775-3976,,,,44.1088447,-79.5909823,305343,
SOBEYS PHARMACY,"40 MELBOURNE DR PO BOX 1630, BRADFORD L3Z 2B1",(905) 775-0608,(905) 775-5217,,,,44.1096085,-79.5800977,301234,
WAL-MART PHARMACY,"545 HOLLAND ST W , BRADFORD L3Z 0C1",(905) 775-0102,(905) 775-5649,,,,44.1093374,-79.5975737,301497,
SHOPPERS DRUG MART,"140 HOLLAND ST W , BRADFORD L3Z 1R7",(905) 775-3187,(905) 775-8979,,,,44.1124446,-79.5693873,306248,
LOBLAW PHARMACY,"500 HOLLAND ST W , BRADFORD L3Z 0A2",(905) 778-0589,(905) 778-1025,,,,44.1057071,-79.5916902,303090,
BRADFORD CENTRE PHARMACY,"21 BARRIE ST. PO BOX 550 STN MAIN, BRADFORD L3Z 2B1",(905) 778-0808,(905) 778-8388,,,,44.1149145,-79.5646902,306043,
PHARMALINK IDA PHARMACY,"2-456 HOLLAND ST W , BRADFORD L3Z 0G1",(905) 778-9049,(905) 778-9234,,,,44.108581,-79.5864844,302486,
PHARMASANTE PHARMACY,"23-10815 BATHURST ST , RICHMOND HILL L4C 9Y2",(905) 780-1050,(905) 780-1055,,,,43.8848257,-79.46643,32468,
UPTOWN APOTHECARY,"9325 YONGE ST , RICHMOND HILL L4C 0A8",(905) 780-6161,(905) 780-1101,,,,43.8556555,-79.4317086,303243,
COSTCO PHARMACY,"35 JOHN BIRCHALL RD , RICHMOND HILL L4S 0B2",(905) 780-2109,(905) 780-2106,,,,43.9017003,-79.3908343,301225,
LESLIE & MAJOR MAC. I.D.A. PHARMACY,"8A-1390 MAJOR MACKENZIE DR E , RICHMOND HILL L4S 0A1",(905) 780-0045,(905) 780-6594,,,,43.8802596,-79.3947717,300819,
ELGIN MILLS CROSSING PHARMACY,"3-10 JOHN BIRCHALL RD , RICHMOND HILL L4S 0B2",(905) 780-8500,(905) 780-8506,,,,43.9001959,-79.3926038,306418,
BRITANNIA MEDICAL PHARMACY,"5925 GROSSBEAK DR , MISSISSAUGA L5N 6S5",(905) 785-1500,(905) 785-1599,,,,43.5623058,-79.7524737,303242,
METRO PHARMACY,"3221 DERRY RD W , MISSISSAUGA L5N 7L7",(905) 785-8300,(905) 785-6447,,,,43.5837857,-79.7784483,38996,
EXTRA MILE PHARMACY,"6 - 2980 CROSSCURRENT DR , MISSISSAUGA L5N 7C7",(905) 785-7888,(905) 785-7222,,,,43.5946885,-79.7790956,306734,
REXALL,"16-3221 DERRY RD W , MISSISSAUGA L5N 7L7",(905) 785-9940,(905) 785-7746,,,,43.583546,-79.778688,305320,
DANTON PHARMACY,"2 - 7025 DANTON PROM , MISSISSAUGA L5N 5E5",(905) 785-9222,(905) 785-8222,,,,43.586855,-79.773675,307602,
LOBLAW PHARMACY,"3050 ARGENTIA RD , MISSISSAUGA L5N 8E1",(905) 785-0955,(905) 785-8630,,,,43.5953804,-79.7856304,300351,
TRELAWNY PHARMACY,"3899 TRELAWNY CIRCLE #9, MISSISSAUGA L5N 6S3",(905) 785-8900,(905) 785-8905,,,,43.5787182,-79.7705177,300810,
RICHMOND HILL GUARDIAN PHARMACY,"23 - 1285 ELGIN MILLS RD E , RICHMOND HILL L4S 0B5",(905) 787-9828,(905) 787-0489,,,,43.8963252,-79.402204,306533,
RICHMOND HEIGHTS PHARMACY,"4B-10520 YONGE ST , RICHMOND HILL L4C 3C7",(905) 787-8999,(905) 787-8933,,,,43.8839772,-79.441209,302448,
WELLAND MEDICAL PHARMACY,"MAIN FLOOR 165 PLYMOUTH RD, WELLAND L3B 3E1",(905) 788-1766,(905) 788-0259,,,,42.9793082,-79.2465728,304207,
SHOPPERS DRUG MART,"825 ONTARIO RD , WELLAND L3B 5V6",(905) 788-2111,(905) 788-2553,,,,42.9749725,-79.2400929,307609,
LINCOLN CENTRE PHARMACY,"UNIT B-390 LINCOLN ST , WELLAND L3B 4N4",(905) 788-2700,(905) 788-3900,,,,42.9851726,-79.2391237,304197,
SQUIRE ELLIS PHARMACY,"15-16 - 10 SQUIRE ELLIS DR , BRAMPTON L6P 4K6",(905) 789-0007,(905) 789-0043,,,,43.8143536,-79.7232916,306676,
HEALTH SOLUTIONS PLUS REMEDYS RX,"2 - 143 INSPIRE BLVD , BRAMPTON L6R 3X9",(905) 789-1003,(905) 789-1004,,,,43.7584527,-79.7861463,305968,
BRAMDALE PHARMACY,"3-945 PETER ROBERTSON BLVD , BRAMPTON L6R 2R6",(905) 790-9393,(905) 789-1272,,,,43.7466604,-79.7461221,305670,
B & C PHARMACY LTD.,"10970 BRAMALEA RD , BRAMPTON L6R 3X1",(289) 569-0125,(905) 789-7373,,,,43.763159,-79.7700829,306394,
METRO PHARMACY,"20 GREAT LAKES DR , BRAMPTON L6R 2K7",(905) 789-6464,(905) 789-8222,,,,43.7311192,-79.7625929,38004,
BRAMPTON DISCOUNT PHARMACY,"4 - 130 FATHER TOBIN RD , BRAMPTON L6R 3P1",(905) 789-0909,(905) 789-9191,,,,43.7729356,-79.7540993,306547,
BRAMALEA BESTCARE PHARMACY,"15 - 900 PETER ROBERTSON BLVD , BRAMPTON L6R 1A2",(905) 790-2500,(905) 790-2504,,,,43.7462711,-79.747977,304392,
REXALL,"2100 BOVAIRD DR BRAMPTON CIVIC HOSPITAL, BRAMPTON L6R 3J7",(905) 790-6308,(905) 790-8289,,,,43.747466,-79.743223,305389,
SOUTHGATE PHARMACY,"11C-700 BALMORAL DR , BRAMPTON L6T 1X2",(905) 790-8860,(905) 790-8762,,,,43.7221516,-79.6987048,33940,
SPRINGDALE PHARMACY,"630 PETER ROBERTSON BLVD , BRAMPTON L6R 1T4",(905) 790-6800,(905) 790-9412,,,,43.7405475,-79.7599989,31956,
PULSE PHARMACY,"4 - 11755 BRAMALEA RD , BRAMPTON L6R 3S9",(289) 801-8999,(905) 791-0330,,,,43.7714847,-79.778502,307316,
CASTLEMORE PHARMACY,"4 - 2945 SANDALWOOD PKY E , BRAMPTON L6R 3J6",(905) 791-2550,(905) 791-2755,,,,43.7677716,-79.7309979,305989,
NORTH BRAMALEA PHARMACY,"NORTH BRAMALEA MEDICAL CENTRE 9780 BRAMALEA RD, BRAMALEA L6S 2P1",(905) 791-2453,(905) 791-3063,,,,43.7383071,-79.736789,17442,
INSPIRED PHARMACY INC.,"128 INSPIRE BLVD , BRAMPTON L6R 3X8",(905) 791-5900,(905) 791-5901,,,,43.7592728,-79.7859151,306512,
SANDALWOOD CARE PHARMACY,"10510 TORBRAM RD UNITS D-E, BRAMPTON L6R 3M9",(905) 791-6080,(905) 791-6069,,,,43.7645628,-79.7483119,302903,
SHOPPERS DRUG MART,"NORTHGATE PLAZA 980 CENTRAL PARK DR, BRAMPTON L6S 3L7",(905) 791-1797,(905) 791-9656,,,,43.7337153,-79.7205619,19471,
BRAMNORTH PHARMACY,"UNIT 25&26 - 2 DEWSIDE DR , BRAMPTON L6R 3Y5",(905) 792-7333,(905) 792-2444,,,,43.7573029,-79.7620938,304890,
SHOPPERS DRUG MART,"MACKAY PLAZA 930 NORTH PARK DR, BRAMPTON L6S 3Y5",(905) 792-3800,(905) 792-3582,,,,43.7340673,-79.7446698,305532,
POLYCARE PHARMACY,"6 - 68 BRAMALEA RD , BRAMPTON L6T 0H2",(905) 792-1688,(905) 792-3618,,,,43.7079235,-79.6959664,306236,
KENSINGTON PHARMACY,"18 KENSINGTON ROAD , BRAMPTON L6T 4S5",(905) 792-3100,(905) 792-8846,,,,43.7226426,-79.7175955,303710,
BRAMPTON HOSPITAL PHARMACY,"10095 BRAMALEA RD , BRAMPTON L6R 0K1",(905) 792-9998,(905) 792-9971,,,,43.7463073,-79.7458146,301176,
SHOPPERS DRUG MART,"34A AVONDALE BLVD , BRAMPTON L6T 1H3",(905) 793-4444,(905) 793-1394,,,,43.7073389,-79.6992351,305101,
WAL-MART PHARMACY,"5085 MAYFIELD ROAD , BRAMPTON L6R 3S9",(905) 793-8518,(905) 793-1445,,,,43.7728886,-79.7790614,303727,
WAL-MART PHARMACY,"30 COVENTRY RD , BRAMPTON L6T 5P9",(905) 793-9248,(905) 793-1592,,,,43.7403333,-79.6958116,36460,
METRO PHARMACY,"25 PEEL CENTRE DR , BRAMALEA L6T 3R5",(905) 793-0600,(905) 793-2588,,,,43.7154601,-79.7216982,28388,
LOBLAW PHARMACY,"55 MOUNTAINASH RD FORTINOS PHARMACY DEPT, BRAMPTON L6R 1W4",(905) 793-8813,(905) 793-8065,,,,43.760481,-79.72954,32772,
CASTLEMORE WEST PHARMACY,"2-9960 AIRPORT RD , BRAMPTON L6S 0C5",(905) 793-8585,(905) 793-8588,,,,43.7542339,-79.7100051,306633,
FATHER TOBIN PHARMACY,"105 FATHER TOBIN RD , BRAMPTON L6R 0W9",(905) 793-3510,(905) 793-8710,,,,43.7711798,-79.7548095,301796,
SHOPPERS DRUG MART,"B-10970 AIRPORT RD , BRAMPTON L6R 0E1",(905) 793-0308,(905) 793-8773,,,,43.7787466,-79.7433269,301149,
SHOPPERS DRUG MART,"379-25 PEEL CENTRE DR , BRAMPTON L6T 3R5",(905) 793-4843,(905) 793-9276,,,,43.7150307,-79.7214959,9423,
SHOPPERS DRUG MART,"10665 BRAMALEA RD , BRAMPTON L6R 3P4",(905) 793-2011,(905) 793-9803,,,,43.7573939,-79.7607531,306986,
VALLEY CREEK PHARMACY,"1975 COTTRELLE BOULEVARD , BRAMPTON L6P 2Z8",(905) 794-1001,(905) 794-1024,,,,43.7724037,-79.6886222,301739,
SUPERHEALTH PHARMACY,"7-8917 GORE RD , BRAMPTON L6P 2L1",(905) 794-4470,(905) 794-1838,,,,43.7708993,-79.6609371,300694,
CASTLE OAKS PHARMACY,"225 CASTLE OAKS CROSSING , BRAMPTON L6P 3X3",(905) 794-2255,(905) 794-2275,,,,43.7964207,-79.6667436,303405,
FRESHCO,"3998 COTTRELLE BLVD , BRAMPTON L6P 2R1",(905) 794-5756,(905) 794-2667,,,,43.7855394,-79.6596981,300995,
GORE QUEEN PHARMACY,"C - 8730 THE GORE RD , BRAMPTON L6P 0B1",(905) 794-6325,(905) 794-3348,,,,43.7659653,-79.6578389,306567,
PHARMA 7 CARE,"4550 EBENEZER RD , BRAMPTON L6P 2R2",(905) 794-3500,(905) 794-3503,,,,43.7732969,-79.6630601,301070,
GORE PHARMACY,"110-4515 EBENEZER RD , BRAMPTON L6P 2K7",(905) 794-5003,(905) 794-5730,,,,43.7723278,-79.6620749,300622,
PHARMASAVE,"75 BRAYDON BLVD , BRAMPTON L6P 2S4",(905) 794-7585,(905) 794-7587,,,,43.773057,-79.7345982,308008,
SHOPPERS DRUG MART,"3938 COTTRELLE BLVD BUILDING B, BRAMPTON L6P 2R1",(905) 794-7071,(905) 794-8323,,,,43.7847274,-79.6622269,300936,
TWAIN PHARMACY,"735 TWAIN AVE , MISSISSAUGA L5W 1X1",(905) 696-0888,(905) 795-8141,,,,43.6381442,-79.7282445,40388,
SOBEYS PHARMACY,"8975 CHINGUACOUSY RD , BRAMPTON L6Y 0J2",(905) 796-5587,(905) 796-7902,,,,43.6667732,-79.7790614,300145,
QUEEN HANSEN PHARMACY,"116 - 284 QUEEN ST E , BRAMPTON L6V 1C2",(905) 782-8384,(905) 796-8588,,,,43.6996614,-79.7464113,305088,
BEWDLEY PHARMACY,"7147 LAKE ST , BEWDLEY K0L 1E0",(905) 797-1111,(905) 797-1112,,,,44.0883485,-78.3211661,308150,
GATEWAY MEDICAL PLEX PHARMACY,"3/4 - 25 GATEWAY BLVD , BRAMPTON L6T 0H8",(905) 799-0032,(905) 799-0043,,,,43.738,-79.701443,304600,
SHOPPERS DRUG MART,"25 GREAT LAKES DR , BRAMPTON L6R 2S5",(905) 799-0414,(905) 799-0983,,,,43.7315552,-79.7604465,40372,
KINGS CROSS PHARMACY,"4-17 KINGS CROSS RD , BRAMPTON L6T 3V5",(905) 799-1788,(905) 799-1250,,,,43.7197104,-79.7130376,32540,
TORBRAM PHARMACY,"1090 PETER ROBERTSON BLVD , BRAMPTON L6R 3B3",(905) 799-8888,(905) 799-8085,,,,43.7571818,-79.7370957,306501,
BRAMEAST PHARMACY,"UNIT 43-44 2130 NORTH PARK DR., BRAMPTON L6S 0C9",(905) 799-0505,(905) 799-8591,,,,43.7496824,-79.7265718,302266,
MAVIS PHARMACY PHARMACHOICE,"2-790 BURNHAMTHORPE RD W , MISSISSAUGA L5C 4G3",(905) 803-0200,(905) 803-0521,,,,43.5764079,-79.6535823,31268,
CENTRE CITY PHARMACY,"5560 MCADAM RD , MISSISSAUGA L4Z 1P1",(905) 804-0555,(905) 804-8627,,,,43.6251646,-79.6592887,300231,
SHEPHERD DRUG MART,"5A-1474 PICKWICK DR , MISSISSAUGA L5V 2G2",(905) 812-5111,(905) 812-0811,,,,43.5923423,-79.7038236,40108,
DREAM CREST PHARMACY,"6-1010 DREAM CREST RD , MISSISSAUGA L5V 3A4",(905) 813-5666,(905) 813-1190,,,,43.5906318,-79.6796271,301522,
GURU NANAK DEV PHARMACENTRE,"2200 EGLINTON AVE W , MISSISSAUGA L5M 2N1",(905) 813-3970,(905) 813-4013,,,,43.5586088,-79.703268,35404,
REXALL,"3010 THOMAS ST , MISSISSAUGA L5M 0R4",(905) 813-9500,(905) 813-9741,,,,43.5603016,-79.7337249,305315,
WINDWOOD PHARMACY,"6 - 3080 WINDWOOD DR , MISSISSAUGA L5N 2K5",(905) 814-1300,(905) 814-1400,,,,43.5761528,-79.7489547,306440,
MAPLEWOOD PHARMACY,"6-6700 MONTEVIDEO RD , MISSISSAUGA L5N 1V1",(905) 814-5551,(905) 814-5559,,,,43.5906454,-79.7585191,305938,
ERIN CENTRE PHARMACY,"2555 ERIN CENTRE BLVD. , MISSISSAUGA L5M 5H1",(905) 816-9300,(905) 816-9055,,,,43.5625641,-79.7096448,303013,
WAL-MART PHARMACY,"800 MATHESON BOULEVARD , MISSISSAUGA L5V 2N6",(905) 817-9693,(905) 817-9706,,,,43.6073887,-79.6911605,301365,
DERRY CARE PHARMACY,"2G - 6990 FINANCIAL DR , MISSISSAUGA L5N 8J4",(289) 785-4383,(905) 819-8458,,,,43.6109477,-79.7491774,307532,
RIVER RUN PHARMASAVE,"1525 BRISTOL RD W UNIT 14 & 15, MISSISSAUGA L5M 4Z1",(905) 819-1999,(905) 819-8692,,,,43.5865216,-79.6991346,30676,
THOMAS PHARMACY,"2 - 5636 GLEN ERIN DR , MISSISSAUGA L5M 6B1",(905) 819-9000,(905) 819-9001,,,,43.5646718,-79.730332,302487,
ANGEL PHARMACY,"3955 ERIN CENTRE BLVD , MISSISSAUGA L5M 0H1",(905) 820-1011,(905) 820-1033,,,,43.5404159,-79.7398122,301098,
ERIN MILLS IDA PHARMACY,"4099 ERIN MILLS PKY , MISSISSAUGA L5L 3P9",(905) 820-3761,(905) 820-3762,,,,43.5509635,-79.6875701,307677,
PACK4U ON,"14 - 3620 LAIRD RD , MISSISSAUGA L5L 6A8",(905) 820-4040,(905) 820-4042,,,,43.5202562,-79.7051333,306480,
GLEN GATE PHARMACY,"6-2385 BURNHAMTHORPE RD W , MISSISSAUGA L5L 6A4",(905) 820-5551,(905) 820-4555,,,,43.5431412,-79.6919439,305126,
REFLEX PHARMACY,"3-3470 LAIRD DR , MISSISSAUGA L5L 5Y4",(905) 820-7207,(905) 820-6387,,,,43.5152197,-79.6960747,303079,
SHOPPERS DRUG MART,"2000 CREDIT VALLEY RD , MISSISSAUGA L5M 4N4",(905) 820-3408,(905) 820-6432,,,,43.5623283,-79.7022115,302952,
NEILSON PHARMACY LTD,"2180 CREDIT VALLEY RD , MISSISSAUGA L5M 3C9",(905) 820-5434,(905) 820-6472,,,,43.5571053,-79.700765,25411,
TOTAL HEALTH PHARMACY,"3-3405 SOUTH MILLWAY , MISSISSAUGA L5L 3R1",(905) 820-2002,(905) 820-6672,,,,43.5424156,-79.6735672,33916,
SHOPPERS DRUG MART,"3476 GLEN ERIN DR , MISSISSAUGA L5L 3R4",(905) 820-3770,(905) 820-7145,,,,43.5367884,-79.687044,305996,
MI CLINIC PHARMACY,"C2 & C3 - 5055 PLANTATION PL , MISSISSAUGA L5M 6J3",(905) 820-8600,(905) 820-8050,,,,43.5526832,-79.7155357,306997,
SPECIALTY RX,"103 - 2300 EGLINTON AVE W , MISSISSAUGA L5M 2V8",(905) 820-2100,(905) 820-8765,,,,43.5468891,-79.7196398,306775,
WAL-MART PHARMACY,"2160 BURNHAMTHORPE RD W , MISSISSAUGA L5L 5Z5",(905) 820-5172,(905) 820-8829,,,,43.5439603,-79.6833601,300131,
LOBLAW PHARMACY,"2150 BURNHAMTHORPE RD , MISSISSAUGA L5L 3A2",(905) 820-7775,(905) 820-8881,,,,43.5442279,-79.6836754,301415,
SHOPPERS DRUG MART,"2126 BURNHAMTHORPE RD W , MISSISSAUGA L5L 3A2",(905) 820-7660,(905) 820-9189,,,,43.5448535,-79.6816953,21089,
FALCONER PHARMACY,"3-6675 FALCONER DR , MISSISSAUGA L5N 0C3",(905) 821-3637,(905) 821-3021,,,,43.6059624,-79.7282762,21725,
MEADOWVALE PROFESSIONAL CENTRE PHARMACY,"6855 MEADOWVALE TOWN CNTR CIR , MISSISSAUGA L5N 2Y1",(905) 821-9992,(905) 821-3289,,,,43.5840913,-79.7583439,36540,
SHOPPERS DRUG MART,"6040 GLEN ERIN DR , MISSISSAUGA L5N 3M4",(905) 821-8020,(905) 821-8011,,,,43.5746635,-79.7394468,307717,
SHOPPERS DRUG MART,"SHERIDAN MALL 2225 ERIN MILLS PKY, MISSISSAUGA L5K 1T9",(905) 822-6621,(905) 822-2940,,,,43.5306105,-79.6534347,8508,
PHARMA PLUS,"SOUTHDOWN SHOPPING CENTRE 1-1375 SOUTHDOWN RD, MISSISSAUGA L5J 2Z1",(905) 822-1632,(905) 822-6817,,,,43.5192704,-79.6392179,305394,
SHERIDAN PHARMACY,"1960 DUNDAS ST W , MISSISSAUGA L5K 2R9",(905) 822-7500,(905) 822-8618,,,,43.5384018,-79.6634986,29764,
EMICHAEL PHARMACY AND MEDICAL CENTER,"802 SOUTHDOWN RD , MISSISSAUGA L5J 2Y4",(289) 628-1920,(905) 822-8888,,,,43.5066373,-79.6259536,302845,
WOODCHESTER IDA PHARMACY,"13-2458 DUNDAS ST W , MISSISSAUGA L5K 1R8",(905) 822-9500,(905) 822-9608,,,,43.527594,-79.6753349,307230,
